x, y, theta, stamp, 
7.882788371888275e-06, -2.6807773783941273e-08, 3.7172083069603147e-06, 1404030000000, 
7.866724279451656e-06, -2.6878673567996436e-08, 3.719870212414465e-06, 1404132000000, 
7.913673421890426e-06, -2.692914326541142e-08, 3.723181156201047e-06, 1404234000000, 
7.898020268467958e-06, -2.696350758504713e-08, 3.7257604661810613e-06, 1404336000000, 
7.903638167938746e-06, -2.6847537044607582e-08, 3.7286436767516793e-06, 1404438000000, 
7.938590899101934e-06, -2.697891409331932e-08, 3.7317848159110704e-06, 1404540000000, 
7.90566610292838e-06, -2.6978527245978286e-08, 3.73422102817503e-06, 1404642000000, 
7.941538873170157e-06, -2.6950894982911207e-08, 3.7374365444978915e-06, 1404744000000, 
7.939400369749491e-06, -2.691619661280965e-08, 3.740189086263964e-06, 1404846000000, 
7.920148937660025e-06, -2.698515154307111e-08, 3.7428105189051663e-06, 1404948000000, 
7.963950512093067e-06, -2.7036801853833234e-08, 3.7460788624531844e-06, 1405050000000, 
7.955148218021485e-06, -2.697353951296294e-08, 3.747779017274494e-06, 1405118000000, 
7.936594850507036e-06, -2.7020703541417166e-08, 3.7504199060168095e-06, 1405220000000, 
7.947758848552188e-06, -2.695679961187379e-08, 3.7514791155887617e-06, 1405254000000, 
8.241211296038315e-06, -2.7789554554793712e-08, 3.903665981420291e-06, 1410694000000, 
8.233996998886497e-06, -2.7790539256263173e-08, 3.904542159384083e-06, 1410728000000, 
8.270534195671725e-06, -2.7712685208264888e-08, 3.907738268565458e-06, 1410830000000, 
8.338846325931324e-06, -2.7803164777000124e-08, 3.911210222071449e-06, 1410932000000, 
8.305087326749567e-06, -2.7832838915769224e-08, 3.913686995587597e-06, 1411034000000, 
0.00955110592756576, 8.625656246872879e-05, 0.031353577985295554, 1411136000000, 
0.0196479268156307, 0.0006266526790904395, 0.07613693381459095, 1411238000000, 
0.029706335406514378, 0.00163979186597331, 0.12367590771673903, 1411340000000, 
0.039709010665421735, 0.003124661127274019, 0.1714171056228929, 1411442000000, 
0.049633100049393, 0.005080338467458891, 0.2193507244681896, 1411544000000, 
0.05607580152065346, 0.006609353354893215, 0.24188521955391543, 1411612000000, 
0.0660115133387251, 0.008974716978685304, 0.23432691713432502, 1411714000000, 
0.07581809381324722, 0.011243314316649036, 0.22784379654216466, 1411816000000, 
0.08568139321587985, 0.013673503573032068, 0.24739136950950769, 1411918000000, 
0.09551250341818865, 0.016253144571736072, 0.2659457313909869, 1412020000000, 
0.10513414624699373, 0.018991465634661475, 0.2967476042185203, 1412122000000, 
0.11477826458372077, 0.02210460831371116, 0.33420615672928, 1412224000000, 
0.1242731876047078, 0.025622767234354298, 0.37436710909984217, 1412326000000, 
0.1335727771155703, 0.029416809225244065, 0.3810436098367892, 1412428000000, 
0.14307630616898004, 0.03312963299261604, 0.3775742982407712, 1412530000000, 
0.15250500328350114, 0.03690876988345082, 0.3991787416437316, 1412632000000, 
0.16183187761313547, 0.04097904689233777, 0.41261066155632753, 1412734000000, 
0.17112554461372678, 0.04512311926115236, 0.42723425575601043, 1412836000000, 
0.18033876684485617, 0.049406873144763025, 0.44864381111379387, 1412938000000, 
0.18944013731682993, 0.05391407424656164, 0.4707287293991852, 1413040000000, 
0.1985455993752946, 0.05857330395516935, 0.45439231747491393, 1413142000000, 
0.2046997614104245, 0.06151878626854245, 0.4426274529258569, 1413210000000, 
0.21403616556920185, 0.06575751021099768, 0.4141026938960073, 1413312000000, 
0.2233685187029835, 0.06987868370806889, 0.41346834795897536, 1413414000000, 
0.23272480875869087, 0.07395722081052339, 0.410026395763448, 1413516000000, 
0.24204655687999252, 0.07805205810610971, 0.41963660040643047, 1413618000000, 
0.2512864023186595, 0.08226361247716103, 0.443486274135469, 1413720000000, 
0.26030501475058226, 0.08683450091244364, 0.4907236071059856, 1413822000000, 
0.26914964010498316, 0.09179375218661955, 0.5226303379158316, 1413924000000, 
0.2778903278094409, 0.09696423028676857, 0.5466348156567526, 1414026000000, 
0.28652758413260243, 0.10232624917396298, 0.5642813414238023, 1414128000000, 
0.29509989334938513, 0.10782178625837699, 0.5729544270373105, 1414230000000, 
0.30363500825538936, 0.11337018163341876, 0.5833670833412274, 1414332000000, 
0.3120942405219231, 0.11902431526340386, 0.5968688798036327, 1414434000000, 
0.32047743380561206, 0.1248002016999022, 0.6076054280809072, 1414536000000, 
0.3288043678096109, 0.1306538444389828, 0.619216521718535, 1414638000000, 
0.3343145194000937, 0.1346122637648823, 0.6272957085695336, 1414706000000, 
0.34250854522563706, 0.14064051010868417, 0.6415197311322897, 1414808000000, 
0.3506103897913142, 0.14678891552406004, 0.6568831617900759, 1414910000000, 
0.358624150290151, 0.15305657662414446, 0.6709300533369241, 1415012000000, 
0.3665612966924887, 0.1594281568458654, 0.6827312413679516, 1415114000000, 
0.3744225940879777, 0.1658942903414289, 0.6939627167775587, 1415216000000, 
0.38221540238483515, 0.17244594786860107, 0.7039541739181048, 1415318000000, 
0.389951304083441, 0.17907040726916024, 0.7118957234193962, 1415420000000, 
0.3976417099682063, 0.18575084656974677, 0.7188772126073011, 1415522000000, 
0.40528532104181975, 0.1924842654432248, 0.7261863302916697, 1415624000000, 
0.4128769316815396, 0.19927570587769677, 0.7336820832485883, 1415726000000, 
0.42041569080910923, 0.20612430008293747, 0.7415732163834521, 1415828000000, 
0.4278977970893679, 0.21303324392181777, 0.7499672317803021, 1415930000000, 
0.43531998453815685, 0.22000597014914205, 0.7585856071767969, 1416032000000, 
0.44269067527251443, 0.2270415712546195, 0.7640984536113576, 1416134000000, 
0.4500368152959769, 0.2341080690269938, 0.7677726949215707, 1416236000000, 
0.4573572080970604, 0.24119891828903695, 0.7723224558266004, 1416338000000, 
0.4646403627468008, 0.2483274846380379, 0.7769591922549632, 1416440000000, 
0.4694770334067767, 0.2530984922831695, 0.7802145015249753, 1416508000000, 
0.4767014431463613, 0.2602849106338299, 0.7854958112019199, 1416610000000, 
0.48388216379737203, 0.26751246064641127, 0.7917523282557413, 1416712000000, 
0.4910192742892878, 0.27478537741231057, 0.7971459683250618, 1416814000000, 
0.4981503006958886, 0.28207878789714597, 0.7970134636964421, 1416916000000, 
0.5052720058565809, 0.28937511477098177, 0.7991941277804004, 1417018000000, 
0.5123692791093389, 0.29669390920671945, 0.8018447050075718, 1417120000000, 
0.519448714296331, 0.30403058488419016, 0.8043142303866233, 1417222000000, 
0.526509031161788, 0.31138356139314455, 0.8076425440865675, 1417324000000, 
0.5335397888513439, 0.31876257528940716, 0.8117960963517529, 1417426000000, 
0.5405380574780646, 0.32617238317389713, 0.8158946012026737, 1417528000000, 
0.5475181289507216, 0.33360911858916864, 0.8161654897669969, 1417630000000, 
0.5545132743189356, 0.3410369954088192, 0.814505771616785, 1417732000000, 
0.5615191304311532, 0.34845110619519704, 0.8142924366329148, 1417834000000, 
0.5661854139760603, 0.3533970620484701, 0.8143762559836992, 1417902000000, 
0.5731831755577788, 0.36081653751529535, 0.8149634110243607, 1418004000000, 
0.5801724780483125, 0.3682418001635091, 0.8164253911572631, 1418106000000, 
0.5871433150520717, 0.37568094911108335, 0.8191924004252286, 1418208000000, 
0.5940949436045488, 0.3831397281872244, 0.821275925367107, 1418310000000, 
0.6010602089854711, 0.3905982550521008, 0.8185795468563681, 1418412000000, 
0.6080367001005748, 0.39804116196898787, 0.8178819960058612, 1418514000000, 
0.615010722479992, 0.40548504025551757, 0.8176183210596228, 1418616000000, 
0.6219880675579652, 0.4129263531580057, 0.8171832343514888, 1418718000000, 
0.6289678058880138, 0.4203635911216858, 0.817515129392986, 1418820000000, 
0.63594047507163, 0.42780536435504257, 0.8186090613685255, 1418922000000, 
0.6429099028216003, 0.4352558655268934, 0.8174201424308897, 1419024000000, 
0.6498987295263176, 0.44269108888644265, 0.8151938646905911, 1419126000000, 
0.6569022837508415, 0.450109720649249, 0.8140680550579736, 1419228000000, 
0.663908946879941, 0.4575246701255006, 0.8131660721910507, 1419330000000, 
0.6709213022073361, 0.46493334705178496, 0.8125786338471007, 1419432000000, 
0.6779356613163369, 0.4723384724786287, 0.8126560562545346, 1419534000000, 
0.6849470247643966, 0.479745705954108, 0.8130388224069891, 1419636000000, 
0.689620196359114, 0.4846857496811549, 0.8129369049918791, 1419704000000, 
0.6966441095281041, 0.4920878811090122, 0.8106680468615948, 1419806000000, 
0.7036829227017639, 0.49947528767210403, 0.8086326114572312, 1419908000000, 
0.7107284446093655, 0.5068530035435942, 0.8078702593360808, 1420010000000, 
0.7177822879951362, 0.5142234719739925, 0.8068071389068824, 1420112000000, 
0.724842911397572, 0.5215864357705635, 0.8061684521771357, 1420214000000, 
0.7319052127134364, 0.5289463330242197, 0.8060579690239678, 1420316000000, 
0.7389697756105843, 0.5363063313228204, 0.8050542386936778, 1420418000000, 
0.7460462701340336, 0.5436562711637072, 0.8035601964509617, 1420520000000, 
0.7531331390124946, 0.5509949355442937, 0.8025289967857188, 1420622000000, 
0.7602254943475772, 0.5583281225284783, 0.8015611065213819, 1420724000000, 
0.767324800696496, 0.5656544496839715, 0.8006797791176401, 1420826000000, 
0.7744296653679782, 0.5729745801083783, 0.8000636694773383, 1420928000000, 
0.7815380179900913, 0.5802909654049551, 0.7995832022267518, 1421030000000, 
0.7886510719800618, 0.5876040498143896, 0.798650697442043, 1421132000000, 
0.7957728710609803, 0.5949090255627331, 0.7975388664880082, 1421234000000, 
0.800525319824096, 0.5997744900729848, 0.7968166733487373, 1421302000000, 
0.8076581235986979, 0.6070677180224715, 0.7961087882617915, 1421404000000, 
0.8147968817307909, 0.614355245827463, 0.7953175338568896, 1421506000000, 
0.8219409203593236, 0.6216373649465219, 0.7946292684367164, 1421608000000, 
0.8290889874889692, 0.6289151123652407, 0.7941193066456874, 1421710000000, 
0.8362413705789025, 0.6361890143229297, 0.7934249437401455, 1421812000000, 
0.8433995010074677, 0.6434574682246511, 0.7926804012527853, 1421914000000, 
0.8505626832897137, 0.6507206233460923, 0.7920529084614688, 1422016000000, 
0.8577299330881074, 0.657979647965736, 0.7914451075313488, 1422118000000, 
0.8649016156466277, 0.665234345490573, 0.7908569088574197, 1422220000000, 
0.8720773415343634, 0.6724848032000321, 0.7903236385450497, 1422322000000, 
0.8792567409806024, 0.6797315813235076, 0.7898131324413071, 1422424000000, 
0.8864396773486403, 0.6869747690605481, 0.7893568567874828, 1422526000000, 
0.8936256190154952, 0.6942147615549865, 0.7889479206778272, 1422628000000, 
